corp_code,bsns_year,rcept_no,status,n_fields_found,composite_current,composite_original,is_flagged_original,original_accounts_json,top_contributors_original
00306162,2021,20220321001249,정상,12,5.390211664788865,5.390211664788865,1,"{""revenue"": 569033843506.0, ""cogs"": 353530419188.0, ""operating_income"": 132130238376.0, ""sga"": 83373185942.0, ""interest_expense"": 2102977185.0, ""net_income"": 102255771542.0, ""trade_receivables"": 2341224164300.0, ""inventory"": 14054324451.0, ""total_assets"": 5745403479122.0, ""total_liabilities"": 4943807816111.0, ""total_equity"": 801595663011.0, ""operating_cf"": 278398972578.0}","[[""interest_coverage"", 7.356185734927597], [""debt_ratio"", 4.551760125415139], [""operating_margin"", 4.2626891340238595]]"
00306719,2021,20220315001148,정상,12,6.35893712711825,6.35893712711825,1,"{""revenue"": 330654772310.0, ""cogs"": 319791525784.0, ""operating_income"": -45928041253.0, ""sga"": 56791287779.0, ""interest_expense"": 311118113.0, ""net_income"": -34836696526.0, ""trade_receivables"": 73012138459.0, ""inventory"": 79787413655.0, ""total_assets"": 249552413144.0, ""total_liabilities"": 122658548613.0, ""total_equity"": 126893864531.0, ""operating_cf"": -46457895170.0}","[[""interest_coverage"", -16.381333565426715], [""operating_margin"", -1.6981511022208022], [""gp_margin"", -0.9973267137072354]]"
00313649,2021,20220321001464,정상,12,7.747014165335269,7.747014165335269,1,"{""revenue"": 9241494499.0, ""cogs"": 5720730332.0, ""operating_income"": -9770057431.0, ""sga"": 13290821598.0, ""interest_expense"": 3002806179.0, ""net_income"": -20051086939.0, ""trade_receivables"": 9132733756.0, ""inventory"": 3349866988.0, ""total_assets"": 80528215833.0, ""total_liabilities"": 18957443929.0, ""total_equity"": 61570771904.0, ""operating_cf"": -538477007.0}","[[""operating_margin"", -12.446966284930758], [""sga_ratio"", 8.19330560871673], [""total_accruals_ratio"", -2.6007706023583195]]"
00325112,2021,20220321001424,정상,12,22.126743205083102,22.126743205083102,1,"{""revenue"": 173996810089.0, ""cogs"": 105722955773.0, ""operating_income"": 50332600007.0, ""sga"": 17941254309.0, ""interest_expense"": 95685144.0, ""net_income"": 47074768147.0, ""trade_receivables"": 40467064082.0, ""inventory"": 44488423057.0, ""total_assets"": 285629155448.0, ""total_liabilities"": 34564151711.0, ""total_equity"": 251065003737.0, ""operating_cf"": 19814934159.0}","[[""interest_coverage"", 63.18132824170937], [""operating_margin"", 1.873111540743922], [""gp_margin"", 1.325789832796006]]"
00325112,2023,20240319000850,정상,12,5.2375979123008936,5.145584454204412,1,"{""revenue"": 156071199156.0, ""cogs"": 111341444548.0, ""operating_income"": 17432961864.0, ""sga"": 27296792744.0, ""interest_expense"": 1238483931.0, ""net_income"": 17091144488.0, ""trade_receivables"": 35840108594.0, ""inventory"": 57003970269.0, ""total_assets"": 362325689771.0, ""total_liabilities"": 47924003839.0, ""total_equity"": 314401685932.0, ""operating_cf"": 25923735944.0}","[[""interest_coverage"", -14.266248119360512], [""revenue_growth"", -0.7365501419051055], [""oi_cfo_gap_ratio"", -0.4339551013476197]]"
00367844,2022,20230316001505,정상,12,7.423591199316888,7.423591199316888,1,"{""revenue"": 2479010932945.0, ""cogs"": 2181619544077.0, ""operating_income"": 198896062736.0, ""sga"": 98495326132.0, ""interest_expense"": 13068269544.0, ""net_income"": 151898862071.0, ""trade_receivables"": 925443659988.0, ""inventory"": 34255722046.0, ""total_assets"": 1952688130478.0, ""total_liabilities"": 1230633742673.0, ""total_equity"": 722054387805.0, ""operating_cf"": -123118805961.0}","[[""revenue_growth"", 11.591051052959006], [""inventory_turnover"", 6.23788159944415], [""interest_coverage"", 4.441840945547509]]"
00367844,2023,20240321000532,정상,12,5.353010997568741,4.592136831711827,0,"{""revenue"": 2374632695604.0, ""cogs"": 2166736160408.0, ""operating_income"": 126591961231.0, ""sga"": 81304573965.0, ""interest_expense"": 16780444789.0, ""net_income"": 94998070797.0, ""trade_receivables"": 467898630133.0, ""inventory"": 18676387514.0, ""total_assets"": 1569164880846.0, ""total_liabilities"": 775629628554.0, ""total_equity"": 793535252292.0, ""operating_cf"": 380608479940.0}","[[""revenue_growth"", -6.303781819543738], [""oi_cfo_gap_ratio"", -4.277809130063147], [""total_accruals_ratio"", -3.194819545528596]]"
00378220,2022,20230407002564,정상,12,5.019581780289042,5.063223427964731,1,"{""revenue"": 44648236827.0, ""cogs"": 29170625313.0, ""operating_income"": -7019567432.0, ""sga"": 22497178946.0, ""interest_expense"": 243854283659.0, ""net_income"": -195606053299.0, ""trade_receivables"": 8384963139.0, ""inventory"": 5589127241.0, ""total_assets"": 313551523652.0, ""total_liabilities"": 184300639634.0, ""total_equity"": 129250884018.0, ""operating_cf"": -15519160694.0}","[[""total_accruals_ratio"", -6.3246320198716655], [""operating_margin"", -5.468709648302821], [""sga_ratio"", 3.3963286157197063]]"
00389998,2024,20250318000911,정상,12,7.870910310323623,7.68035251385567,1,"{""revenue"": 183420712030.0, ""cogs"": 188773252361.0, ""operating_income"": -50733737756.0, ""sga"": 45381197425.0, ""interest_expense"": 7498299112.0, ""net_income"": -77910974429.0, ""trade_receivables"": 18363271608.0, ""inventory"": 0.0, ""total_assets"": 176176845822.0, ""total_liabilities"": 111872358663.0, ""total_equity"": 64304487159.0, ""operating_cf"": 29006254532.0}","[[""oi_cfo_gap_ratio"", -10.026267553844773], [""total_accruals_ratio"", -8.65163421945995], [""revenue_growth"", -4.363155768262286]]"
00399694,2024,20250320001172,정상,10,5.0011209204714975,4.669315908923684,0,"{""revenue"": 413178446964.0, ""cogs"": null, ""operating_income"": 113506476450.0, ""sga"": null, ""interest_expense"": 879314186.0, ""net_income"": 102423309023.0, ""trade_receivables"": 115457045000.0, ""inventory"": 101007122.0, ""total_assets"": 715724798333.0, ""total_liabilities"": 333300172487.0, ""total_equity"": 382424625846.0, ""operating_cf"": 157459816632.0}","[[""interest_coverage"", 12.859368457748255], [""operating_margin"", 0.6961901495901804], [""oi_cfo_gap_ratio"", -0.4523891194326156]]"
00405278,2021,20220315001248,정상,12,9.614965092112792,9.614965092112792,1,"{""revenue"": 306463829244.0, ""cogs"": 204758079311.0, ""operating_income"": 47500748499.0, ""sga"": 52806705931.0, ""interest_expense"": 1420338521.0, ""net_income"": 29378687839.0, ""trade_receivables"": 22250991838.0, ""inventory"": 90801995.0, ""total_assets"": 491220860107.0, ""total_liabilities"": 194447856753.0, ""total_equity"": 296773003354.0, ""operating_cf"": 83140704561.0}","[[""inventory_turnover"", 25.77026053900297], [""interest_coverage"", 1.6745532600392221], [""receivables_turnover"", 1.400081477296184]]"
00483735,2021,20220322001150,정상,12,7.563835853055521,7.563835853055521,1,"{""revenue"": 140844995312.0, ""cogs"": 137785706839.0, ""operating_income"": -7406664854.0, ""sga"": 10465953327.0, ""interest_expense"": 6063120489.0, ""net_income"": -38071056496.0, ""trade_receivables"": 22492500453.0, ""inventory"": 3262613088.0, ""total_assets"": 99447001519.0, ""total_liabilities"": 49814350991.0, ""total_equity"": 49632650528.0, ""operating_cf"": -45213441901.0}","[[""inventory_turnover"", 16.797985065234776], [""oi_cfo_gap_ratio"", 4.475660677828833], [""gp_margin"", -1.4178618161029546]]"
00527491,2025,20260323001738,정상,12,55.65581455613924,55.65581455613924,1,"{""revenue"": 3368949713.0, ""cogs"": 12093998275.0, ""operating_income"": -15061982581.0, ""sga"": 6336934019.0, ""interest_expense"": 910951647.0, ""net_income"": -34672551082.0, ""trade_receivables"": 813095667.0, ""inventory"": 976540349.0, ""total_assets"": 81924389316.0, ""total_liabilities"": 19548569957.0, ""total_equity"": 62375819359.0, ""operating_cf"": -10172805609.0}","[[""operating_margin"", -78.97787819953484], [""gp_margin"", -65.57829317325364], [""sga_ratio"", 22.411272295629235]]"
00542898,2022,20230313000939,정상,12,8.150453955134056,8.14606982996345,1,"{""revenue"": 28916370019.0, ""cogs"": 26692032244.0, ""operating_income"": 688491782.0, ""sga"": 1535845993.0, ""interest_expense"": 1194471958.0, ""net_income"": 789574954.0, ""trade_receivables"": 9568702285.0, ""inventory"": 2385137163.0, ""total_assets"": 18620136157.0, ""total_liabilities"": 3017222604.0, ""total_equity"": 15602913553.0, ""operating_cf"": -3530306803.0}","[[""revenue_growth"", 17.349847837807058], [""total_accruals_ratio"", 4.053419451285626], [""operating_margin"", 3.034942200797665]]"
00544577,2021,20220318000277,정상,12,34.55817955562869,34.55817955562869,1,"{""revenue"": 178054009170.0, ""cogs"": 100688912536.0, ""operating_income"": 54019004804.0, ""sga"": 23346091830.0, ""interest_expense"": 72674577.0, ""net_income"": 46458261444.0, ""trade_receivables"": 2813685541.0, ""inventory"": 39276459700.0, ""total_assets"": 145632282796.0, ""total_liabilities"": 31529068696.0, ""total_equity"": 114103214100.0, ""operating_cf"": 54058105115.0}","[[""interest_coverage"", 89.37854066320985], [""receivables_turnover"", 12.315833993038735], [""operating_margin"", 1.9801640106374983]]"
00545734,2025,20260323001369,정상,12,6.1403113400604505,6.1403113400604505,1,"{""revenue"": 41981406105.0, ""cogs"": 36470995242.0, ""operating_income"": -17138823540.0, ""sga"": 22649234403.0, ""interest_expense"": 11981095966.0, ""net_income"": -30365909971.0, ""trade_receivables"": 8595441531.0, ""inventory"": 12942318292.0, ""total_assets"": 231862994591.0, ""total_liabilities"": 136003539429.0, ""total_equity"": 95859455162.0, ""operating_cf"": -24424732856.0}","[[""operating_margin"", -9.00557154770985], [""revenue_growth"", -7.429844067992018], [""sga_ratio"", 1.9855184044794847]]"
00555874,2021,20220316000003,정상,12,8.798606392826805,8.798606392826805,1,"{""revenue"": 273079199084.0, ""cogs"": 500150257529.0, ""operating_income"": -317159495233.0, ""sga"": 90088436788.0, ""interest_expense"": 23233105077.0, ""net_income"": -272277860116.0, ""trade_receivables"": 68036921230.0, ""inventory"": 12687583845.0, ""total_assets"": 1266756061417.0, ""total_liabilities"": 1082667273848.0, ""total_equity"": 184088787569.0, ""operating_cf"": -83736410712.0}","[[""operating_margin"", -12.323664737525839], [""gp_margin"", -8.021322860447208], [""sga_ratio"", 6.050831580507371]]"
00557508,2022,20230321000076,정상,12,5.737662603326913,5.737662603326913,1,"{""revenue"": 262110551065.0, ""cogs"": 249646595815.0, ""operating_income"": -13917278200.0, ""sga"": 26381233450.0, ""interest_expense"": 15409431620.0, ""net_income"": -22744367290.0, ""trade_receivables"": 18661367407.0, ""inventory"": 2943794835.0, ""total_assets"": 609513166650.0, ""total_liabilities"": 227057758258.0, ""total_equity"": 382455408392.0, ""operating_cf"": 45767552750.0}","[[""operating_margin"", 7.292319875104602], [""interest_coverage"", 5.207875297614046], [""gp_margin"", 4.7127926372620905]]"
00627029,2023,20240321000410,정상,12,4.929436703812272,4.781583539806221,1,"{""revenue"": 13391973891.0, ""cogs"": 10002937819.0, ""operating_income"": -4392338334.0, ""sga"": 7781374406.0, ""interest_expense"": 96871174.0, ""net_income"": -5034579008.0, ""trade_receivables"": 3399403424.0, ""inventory"": 4635078226.0, ""total_assets"": 28396993613.0, ""total_liabilities"": 2909496778.0, ""total_equity"": 25487496835.0, ""operating_cf"": -1143023883.0}","[[""interest_coverage"", -10.398353875298904], [""operating_margin"", -2.177448194971349], [""sga_ratio"", 1.7689485491484127]]"
00628860,2021,20220316001366,정상,11,42.5609677670273,42.5609677670273,1,"{""revenue"": 261199905958.0, ""cogs"": 239950320074.0, ""operating_income"": 21249585884.0, ""sga"": null, ""interest_expense"": 2047010468.0, ""net_income"": 56661888520.0, ""trade_receivables"": 33214769756.0, ""inventory"": 21897923.0, ""total_assets"": 574691404617.0, ""total_liabilities"": 105815937884.0, ""total_equity"": 468875466733.0, ""operating_cf"": 28725910106.0}","[[""inventory_turnover"", 126.1775602909158], [""total_accruals_ratio"", 0.7602105808974383], [""gp_margin"", -0.7451324292686606]]"
00755739,2022,20230320000556,정상,12,7.2339723256711,7.262400678096664,1,"{""revenue"": 51459059482.0, ""cogs"": 35416992633.0, ""operating_income"": 724352897.0, ""sga"": 15317713952.0, ""interest_expense"": 1129190793.0, ""net_income"": 251398664399.0, ""trade_receivables"": 17185462787.0, ""inventory"": 14972954664.0, ""total_assets"": 163552894651.0, ""total_liabilities"": 59311362190.0, ""total_equity"": 104241532461.0, ""operating_cf"": 27088896189.0}","[[""total_accruals_ratio"", 16.199963061809328], [""revenue_growth"", -3.334960289013005], [""inventory_turnover"", -2.2522786834676576]]"
00959229,2024,20250407004180,정상,12,5.460697486724207,5.068383584457641,1,"{""revenue"": 18952234158.0, ""cogs"": 10374838444.0, ""operating_income"": -472212733.0, ""sga"": 9049608447.0, ""interest_expense"": 57966425860.0, ""net_income"": -72144262419.0, ""trade_receivables"": 2278457736.0, ""inventory"": 3983258091.0, ""total_assets"": 51743575311.0, ""total_liabilities"": 30265618859.0, ""total_equity"": 21477956452.0, ""operating_cf"": 2541128797.0}","[[""total_accruals_ratio"", -9.598551489987686], [""debt_ratio"", -5.103728463283532], [""oi_cfo_gap_ratio"", -0.5028708001017057]]"
00961774,2024,20250321001588,정상,12,5.717133336595746,5.546528022447359,1,"{""revenue"": 18560210791.0, ""cogs"": 25718712300.0, ""operating_income"": -32244174319.0, ""sga"": 25085672810.0, ""interest_expense"": 10356134939.0, ""net_income"": -22739003198.0, ""trade_receivables"": 7560965547.0, ""inventory"": 12599302664.0, ""total_assets"": 160639757471.0, ""total_liabilities"": 86087550491.0, ""total_equity"": 74552206980.0, ""operating_cf"": -31314418800.0}","[[""operating_margin"", -9.42961222538785], [""sga_ratio"", 3.903507502450052], [""gp_margin"", -3.3064643395041755]]"
00977650,2021,20220321001433,정상,12,11.334963728853035,11.334963728853035,1,"{""revenue"": 13020252251.0, ""cogs"": 3734225731.0, ""operating_income"": -47440426375.0, ""sga"": 56726452895.0, ""interest_expense"": 6383391437.0, ""net_income"": -51078962327.0, ""trade_receivables"": 4019431715.0, ""inventory"": 2917732623.0, ""total_assets"": 180600794102.0, ""total_liabilities"": 60698811676.0, ""total_equity"": 119901982426.0, ""operating_cf"": -34155324138.0}","[[""operating_margin"", -17.14072006763624], [""sga_ratio"", 15.703187283746097], [""gp_margin"", 1.1609838351767705]]"
00977650,2023,20240405003842,정상,12,16.300450719300862,7.742754590580913,1,"{""revenue"": 10769161479.0, ""cogs"": 2154178699.0, ""operating_income"": -60829063838.0, ""sga"": 69444046618.0, ""interest_expense"": 43874906941.0, ""net_income"": -36238061402.0, ""trade_receivables"": 5772628277.0, ""inventory"": 3514208829.0, ""total_assets"": 184388713153.0, ""total_liabilities"": 72306879342.0, ""total_equity"": 112081833811.0, ""operating_cf"": -22231629321.0}","[[""sga_ratio"", 10.547323622558949], [""operating_margin"", -9.717506317343625], [""oi_cfo_gap_ratio"", -2.963433831840165]]"
00994994,2023,20240408004080,정상,12,34.42942070631372,8.977601653095405,1,"{""revenue"": 88076437797.0, ""cogs"": 77008466770.0, ""operating_income"": 1622778490.0, ""sga"": 9445192537.0, ""interest_expense"": 3842575352.0, ""net_income"": -5300247585.0, ""trade_receivables"": 5169846330.0, ""inventory"": 17114204089.0, ""total_assets"": 67785020185.0, ""total_liabilities"": 59447260938.0, ""total_equity"": 8337759247.0, ""operating_cf"": 217240918.0}","[[""debt_ratio"", -24.007501280824066], [""oi_cfo_gap_ratio"", 1.7009567965804349], [""receivables_turnover"", 1.2243468818817151]]"
00995993,2021,20220322000979,정상,12,6.835128112174812,6.835128112174812,1,"{""revenue"": 7469834503.0, ""cogs"": 6809484762.0, ""operating_income"": -4785958794.0, ""sga"": 5446308535.0, ""interest_expense"": 218320287.0, ""net_income"": -7884203324.0, ""trade_receivables"": 1599361151.0, ""inventory"": 1304087303.0, ""total_assets"": 41254556110.0, ""total_liabilities"": 7476787865.0, ""total_equity"": 33777768245.0, ""operating_cf"": -2759667183.0}","[[""operating_margin"", -15.630822038880941], [""sga_ratio"", 3.2280364965577513], [""interest_coverage"", -1.6465258010857418]]"
00995993,2022,20230321001319,정상,12,7.805400014651902,7.805400014651902,1,"{""revenue"": 32184379157.0, ""cogs"": 22120385709.0, ""operating_income"": 2634286404.0, ""sga"": 7429707044.0, ""interest_expense"": 5072755097.0, ""net_income"": -969805407.0, ""trade_receivables"": 9042308226.0, ""inventory"": 2444555088.0, ""total_assets"": 85950774592.0, ""total_liabilities"": 51600077648.0, ""total_equity"": 34350696944.0, ""operating_cf"": 865546388.0}","[[""revenue_growth"", 11.8444516832607], [""operating_margin"", 8.773718302821495], [""debt_ratio"", 2.7980300578735084]]"
01020843,2022,20230321001377,정상,11,5.813755020396518,5.807842126965656,1,"{""revenue"": 288843655010.0, ""cogs"": 240366010770.0, ""operating_income"": 3947745331.0, ""sga"": 44529898909.0, ""interest_expense"": null, ""net_income"": 30378495.0, ""trade_receivables"": 72453463662.0, ""inventory"": 150041607680.0, ""total_assets"": 411777275726.0, ""total_liabilities"": 297145004018.0, ""total_equity"": 114632271708.0, ""operating_cf"": -26315149126.0}","[[""revenue_growth"", 14.626226413821476], [""debt_ratio"", 1.8156507718598618], [""oi_cfo_gap_ratio"", 0.9816491952156281]]"
01025644,2021,20220316001414,정상,12,6.9778439016129505,6.9778439016129505,1,"{""revenue"": 12404664762.0, ""cogs"": 9715792255.0, ""operating_income"": -22735544454.0, ""sga"": 25424416961.0, ""interest_expense"": 1144599687.0, ""net_income"": -21826783594.0, ""trade_receivables"": 5006039110.0, ""inventory"": 763768689.0, ""total_assets"": 103147835598.0, ""total_liabilities"": 37144831355.0, ""total_equity"": 66003004243.0, ""operating_cf"": -16993513914.0}","[[""operating_margin"", -8.689028987343455], [""sga_ratio"", 6.647470987762218], [""inventory_turnover"", 5.597031729733178]]"
01031229,2023,20240401003960,정상,12,46.136711100307735,46.136711100307735,1,"{""revenue"": 2698330828.0, ""cogs"": 2829617517.0, ""operating_income"": -7328519918.0, ""sga"": 7197233229.0, ""interest_expense"": 1981413617.0, ""net_income"": -9225595749.0, ""trade_receivables"": 2306322469.0, ""inventory"": 860654209.0, ""total_assets"": 37531815221.0, ""total_liabilities"": 37122794015.0, ""total_equity"": 409021206.0, ""operating_cf"": -2244412564.0}","[[""debt_ratio"", 127.35642398805237], [""operating_margin"", -6.083056128225903], [""sga_ratio"", 4.970653184644945]]"
01047840,2022,20230314001303,정상,11,6.206053187502422,6.144864020219114,1,"{""revenue"": 77157401313.0, ""cogs"": 69716425978.0, ""operating_income"": 7440975335.0, ""sga"": null, ""interest_expense"": 7210104820.0, ""net_income"": 3135273021.0, ""trade_receivables"": 7590922726.0, ""inventory"": 324207195.0, ""total_assets"": 136410230389.0, ""total_liabilities"": 68160009014.0, ""total_equity"": 68250221375.0, ""operating_cf"": 8244729197.0}","[[""inventory_turnover"", -15.710839682697188], [""debt_ratio"", 1.46613341977893], [""interest_coverage"", -1.2576189581812223]]"
01049167,2024,20250321001931,정상,12,5.38765463323436,5.256608392386954,1,"{""revenue"": 4640103575.0, ""cogs"": 10658083052.0, ""operating_income"": -19234571811.0, ""sga"": 13216592334.0, ""interest_expense"": 5235207811.0, ""net_income"": -31803344229.0, ""trade_receivables"": 2642919594.0, ""inventory"": 6973230168.0, ""total_assets"": 54466556163.0, ""total_liabilities"": 28581379055.0, ""total_equity"": 25885177108.0, ""operating_cf"": -10695980253.0}","[[""operating_margin"", -9.302499677906097], [""sga_ratio"", 4.0417717778693865], [""gp_margin"", -2.4255537213853784]]"
01049422,2022,20230322000655,정상,9,9.684091234954638,9.69258661746197,1,"{""revenue"": 12519373509.0, ""cogs"": null, ""operating_income"": -16478666060.0, ""sga"": null, ""interest_expense"": 127495165.0, ""net_income"": -21450141606.0, ""trade_receivables"": 831126522.0, ""inventory"": null, ""total_assets"": 47939612884.0, ""total_liabilities"": 13516264827.0, ""total_equity"": 34423348057.0, ""operating_cf"": -11879263492.0}","[[""interest_coverage"", -17.41533129521733], [""operating_margin"", -7.576933635143835], [""total_accruals_ratio"", -4.085494922024745]]"
01051092,2021,20220330001838,정상,12,4.9780291492084885,4.9780291492084885,1,"{""revenue"": 46147521837.0, ""cogs"": 57325116477.0, ""operating_income"": -25766376299.0, ""sga"": 14588781659.0, ""interest_expense"": 10017737691.0, ""net_income"": -31672222151.0, ""trade_receivables"": 1752734953.0, ""inventory"": 21715301612.0, ""total_assets"": 79295336895.0, ""total_liabilities"": 62666674890.0, ""total_equity"": 16628662005.0, ""operating_cf"": -16224740219.0}","[[""receivables_turnover"", 7.0188453708885845], [""debt_ratio"", 5.174782229849431], [""operating_margin"", -2.74045984688745]]"
01099667,2023,20240328001882,정상,12,5.246991260329186,5.199475079012955,1,"{""revenue"": 46942769396.0, ""cogs"": 27145812852.0, ""operating_income"": -13655499521.0, ""sga"": 33452456065.0, ""interest_expense"": 4376604005.0, ""net_income"": -6006820648.0, ""trade_receivables"": 2889389436.0, ""inventory"": 6897529286.0, ""total_assets"": 76122613991.0, ""total_liabilities"": 31012941552.0, ""total_equity"": 45109672439.0, ""operating_cf"": -3115382738.0}","[[""debt_ratio"", -10.594103119960089], [""total_accruals_ratio"", 3.436268805989904], [""sga_ratio"", 1.5680533110888724]]"
01110182,2023,20240321001815,정상,12,11.425630959689185,10.921594802323538,1,"{""revenue"": 1322103893.0, ""cogs"": 1113689618.0, ""operating_income"": -4017181890.0, ""sga"": 4225596165.0, ""interest_expense"": 730770636.0, ""net_income"": -5025557886.0, ""trade_receivables"": 663262339.0, ""inventory"": 264873342.0, ""total_assets"": 30157901855.0, ""total_liabilities"": 11255033391.0, ""total_equity"": 18902868464.0, ""operating_cf"": -2819429265.0}","[[""revenue_growth"", 14.235147870754723], [""sga_ratio"", -9.582695096521949], [""operating_margin"", 8.94694143969394]]"
01136001,2025,20260323001511,정상,12,5.001314617468617,4.979290128843014,1,"{""revenue"": 5976639350.0, ""cogs"": 4751841573.0, ""operating_income"": -6580662725.0, ""sga"": 7805460502.0, ""interest_expense"": 3734286938.0, ""net_income"": -5563397400.0, ""trade_receivables"": 1607075317.0, ""inventory"": 4661786807.0, ""total_assets"": 44973138429.0, ""total_liabilities"": 17552823277.0, ""total_equity"": 27420315152.0, ""operating_cf"": -11622409028.0}","[[""operating_margin"", -7.344971897877713], [""sga_ratio"", 4.321692028364396], [""oi_cfo_gap_ratio"", 3.2712064602869324]]"
01150515,2022,20230323001379,정상,11,5.062780319907763,5.062780319907763,1,"{""revenue"": 87994198408.0, ""cogs"": 52978407473.0, ""operating_income"": 25586563219.0, ""sga"": 9429227716.0, ""interest_expense"": 7363058358.0, ""net_income"": 26830121997.0, ""trade_receivables"": 9264691377.0, ""inventory"": null, ""total_assets"": 320645551829.0, ""total_liabilities"": 213606791161.0, ""total_equity"": 107038760668.0, ""operating_cf"": 11573631725.0}","[[""operating_margin"", 8.061357912519226], [""gp_margin"", 5.4710642228848165], [""sga_ratio"", 1.6559188243192462]]"
01182550,2025,20260407003694,정상,11,5.1542021829085805,5.316058079239859,1,"{""revenue"": 7886099045.0, ""cogs"": 4814858382.0, ""operating_income"": -1596857542.0, ""sga"": 4668098205.0, ""interest_expense"": null, ""net_income"": 28242487129.0, ""trade_receivables"": 1522977244.0, ""inventory"": 637708834.0, ""total_assets"": 44013439206.0, ""total_liabilities"": 66538880629.0, ""total_equity"": -22525441423.0, ""operating_cf"": 3495737645.0}","[[""total_accruals_ratio"", 12.141954388761695], [""debt_ratio"", -2.994242218521916], [""revenue_growth"", -0.811977630435966]]"
01256864,2023,20240314001204,정상,9,13.314978571466796,13.078422540341753,1,"{""revenue"": 65547054627.0, ""cogs"": null, ""operating_income"": -2617101131.0, ""sga"": null, ""interest_expense"": 5787079252.0, ""net_income"": -2646663290.0, ""trade_receivables"": 276682197.0, ""inventory"": null, ""total_assets"": 160144371976.0, ""total_liabilities"": 86065261491.0, ""total_equity"": 74079110485.0, ""operating_cf"": -28361974590.0}","[[""receivables_turnover"", 28.305537734844552], [""oi_cfo_gap_ratio"", 6.230097968260648], [""total_accruals_ratio"", 4.6996319179200565]]"
01259232,2022,20230316000893,정상,12,153.51601741314406,153.66571176393163,1,"{""revenue"": 110494315651.0, ""cogs"": 65514813889.0, ""operating_income"": 26470752477.0, ""sga"": 18508749285.0, ""interest_expense"": 11966209.0, ""net_income"": 14263729951.0, ""trade_receivables"": 5941950899.0, ""inventory"": 5414271595.0, ""total_assets"": 145602337751.0, ""total_liabilities"": 12741141344.0, ""total_equity"": 132861196407.0, ""operating_cf"": 43690108005.0}","[[""interest_coverage"", 455.9865599387251], [""total_accruals_ratio"", -2.828978232481268], [""oi_cfo_gap_ratio"", -2.181597120588508]]"
01259418,2024,20250321001796,정상,12,6.483269009385977,6.841745237491168,1,"{""revenue"": 28393852143.0, ""cogs"": 29940410876.0, ""operating_income"": -9797081300.0, ""sga"": 8250522567.0, ""interest_expense"": 173914122.0, ""net_income"": -15756810425.0, ""trade_receivables"": 2037112526.0, ""inventory"": 32908710313.0, ""total_assets"": 82075738955.0, ""total_liabilities"": 29274470576.0, ""total_equity"": 52801268379.0, ""operating_cf"": -903114784.0}","[[""interest_coverage"", -14.455064952642655], [""operating_margin"", -4.062936067765414], [""gp_margin"", -2.007234692065433]]"
01267684,2021,20220322001148,정상,12,5.286236927271877,5.286236927271877,1,"{""revenue"": 893242238382.0, ""cogs"": 303813273729.0, ""operating_income"": 178635561823.0, ""sga"": 410793402830.0, ""interest_expense"": 1047740685.0, ""net_income"": 169181833611.0, ""trade_receivables"": 186360322775.0, ""inventory"": 35667118387.0, ""total_assets"": 969414332798.0, ""total_liabilities"": 269738601569.0, ""total_equity"": 699675731229.0, ""operating_cf"": 40590934775.0}","[[""interest_coverage"", 7.314813192006338], [""gp_margin"", 6.510882750841428], [""oi_cfo_gap_ratio"", 2.033014838967865]]"
01274310,2024,20250324000004,정상,12,24.271838175340545,23.988643212844092,1,"{""revenue"": 5030925027.0, ""cogs"": 7512129697.0, ""operating_income"": -61009582100.0, ""sga"": 58528377430.0, ""interest_expense"": 6387485255.0, ""net_income"": -64725973069.0, ""trade_receivables"": 1172241224.0, ""inventory"": 2416860695.0, ""total_assets"": 57592868626.0, ""total_liabilities"": 52135667463.0, ""total_equity"": 5457201163.0, ""operating_cf"": -41683458786.0}","[[""operating_margin"", -36.199052558464324], [""sga_ratio"", 23.58209246751384], [""debt_ratio"", 12.184784612554115]]"
01276026,2021,20220321001379,정상,12,231.43752689666636,231.43752689666636,1,"{""revenue"": 451245828.0, ""cogs"": 77006262.0, ""operating_income"": -36087037083.0, ""sga"": 36461276649.0, ""interest_expense"": 530469305.0, ""net_income"": -36003576452.0, ""trade_receivables"": 759215533.0, ""inventory"": 1326939259.0, ""total_assets"": 137216324903.0, ""total_liabilities"": 23815855377.0, ""total_equity"": 113400469526.0, ""operating_cf"": -26158733262.0}","[[""operating_margin"", -373.4013084043343], [""sga_ratio"", 315.7465832114683], [""interest_coverage"", -5.16468907419652]]"
01290248,2021,20220323000018,정상,10,11.42387316504289,25.280175763911355,1,"{""revenue"": null, ""cogs"": null, ""operating_income"": -3253645177.0, ""sga"": 9367065020.0, ""interest_expense"": 204103582.0, ""net_income"": -3513321977.0, ""trade_receivables"": 348775763.0, ""inventory"": 353330895.0, ""total_assets"": 5822592370.0, ""total_liabilities"": 5974749703.0, ""total_equity"": -152157333.0, ""operating_cf"": -856345912.0}","[[""debt_ratio"", -63.90092222091242], [""oi_cfo_gap_ratio"", -7.09500007273715], [""total_accruals_ratio"", -4.844604998084487]]"
